카테고리,채널명,구독자수,조회수,영상수
애완/반려동물,아리둥절 Ari the Corgi,"540,000","151,550,000",235
게임,글자네 YouTube,"540,000","485,260,000","3,188"
게임,빅헤드,"540,000","305,970,000","3,477"
음악/댄스/가수,DanalEntertainment,"530,000","291,250,000","9,302"
미분류,유이뿅YUIPYON,"530,000","134,730,000",305
게임,프레이 TV,"530,000","270,500,000","1,161"
미분류,Everton Football Club,"530,000","146,220,000","2,505"
뉴스/정치/사회,뉴스타운TV,"530,000","126,200,000","4,601"
BJ/인물/연예인,Korean Studio,"530,000","47,270,000",171
TV/방송,스튜디오V [ STUDIO V ],"530,000","158,150,000",323
TV/방송,KBS동물티비 : 애니멀포유 animal4u,"530,000","338,420,000","1,515"
뉴스/정치/사회,Arirang News,"530,000","238,840,000","124,298"
TV/방송,오마르의 삶,"530,000","85,520,000",420
TV/방송,오예커플스토리,"530,000","88,480,000",156
음식/요리/레시피,스튜디오 쿠캣 - COOKAT,"530,000","208,810,000","1,683"
뉴스/정치/사회,여수MBC Music+(Kpop&Trot),"530,000","338,230,000","12,021"
TV/방송,Ripple_S,"530,000","303,910,000",721
영화/만화/애니,supershinstudio,"530,000","385,330,000","7,779"
TV/방송,joanday,"530,000","68,600,000",629
취미/라이프,공구왕황부장,"530,000","107,530,000",448
교육/강의,1등 미디어,"530,000","237,590,000",496
게임,똘킹,"530,000","389,910,000","1,834"
미분류,AB6IX,"530,000","32,600,000",264
뉴스/정치/사회,KBS KONG,"530,000","204,410,000","6,654"
BJ/인물/연예인,박서아TV,"530,000","99,510,000",306
취미/라이프,미니유 Miniyu ASMR,"530,000","224,240,000",729
TV/방송,KBS 1라디오,"520,000","190,140,000","10,540"
BJ/인물/연예인,Mr.아재 [Mr.Ajae],"520,000","130,340,000",302
음식/요리/레시피,PRUMIR,"520,000","111,650,000",449
음악/댄스/가수,Mina's TV 미나네TV,"520,000","21,100,000",134
음식/요리/레시피,영자씨의 부엌Young-Ja's Kitchen,"520,000","110,530,000",915
미분류,햄튜브,"520,000","282,390,000","1,115"
키즈/어린이,오콘키즈,"520,000","697,400,000","1,010"
게임,방앗간 비둘기,"520,000","337,890,000","4,305"
음식/요리/레시피,창배먹방 chang_bae,"520,000","243,900,000","1,287"
미분류,밉지않은 관종언니,"520,000","68,950,000",172
패션/미용,안다 ANDA,"520,000","33,270,000",167
TV/방송,상현아웃겨줘parksanghyun,"520,000","178,720,000",402
음악/댄스/가수,Dragon Stone,"520,000","32,370,000",148
IT/기술/컴퓨터,MR엠알,"520,000","77,520,000",352
게임,임선비,"510,000","236,960,000","1,142"
